Code,Description
T51.8,Other alcohols
T51.9,"Alcohol, unspecified"
T52,Toxic effect of organic solvents
T52.0,Petroleum products
T52.1,Benzene
T52.2,Homologues of benzene
T52.3,Glycols
T52.4,Ketones
T52.8,Other organic solvents
T52.9,"Organic solvent, unspecified"
T53,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons
T53.0,Carbon tetrachloride
T53.1,Chloroform
T53.2,Trichloroethylene
T53.3,Tetrachloroethylene
T53.4,Dichloromethane
T53.5,Chlorofluorocarbons
T53.6,Other halogen derivatives of aliphatic hydrocarbons
T53.7,Other halogen derivatives of aromatic hydrocarbons
T53.9,"Halogen derivative of aliphatic and aromatic hydrocarbons, unspecified"
T54,Toxic effect of corrosive substances
T54.0,Phenol and phenol homologues
T54.1,Other corrosive organic compounds
T54.2,Corrosive acids and acid-like substances
T54.3,Corrosive alkalis and alkali-like substances
T54.9,"Corrosive substance, unspecified"
T55,Toxic effect of soaps and detergents
T56,Toxic effect of metals
T56.0,Lead and its compounds
T56.1,Mercury and its compounds
T56.2,Chromium and its compounds
T56.3,Cadmium and its compounds
T56.4,Copper and its compounds
T56.5,Zinc and its compounds
T56.6,Tin and its compounds
T56.7,Beryllium and its compounds
T56.8,Other metals
T56.9,"Metal, unspecified"
T57,Toxic effect of other inorganic substances
T57.0,Arsenic and its compounds
T57.1,Phosphorus and its compounds
T57.2,Manganese and its compounds
T57.3,Hydrogen cyanide
T57.8,Other specified inorganic substances
T57.9,"Inorganic substance, unspecified"
T58,Toxic effect of carbon monoxide
T59,"Toxic effect of other gases, fumes and vapours"
T59.0,Nitrogen oxides
T59.1,Sulfur dioxide
T59.2,Formaldehyde
T59.3,Lacrimogenic gas
T59.4,Chlorine gas
T59.5,Fluorine gas and hydrogen fluoride
T59.6,Hydrogen sulfide
T59.7,Carbon dioxide
T59.8,"Other specified gases, fumes and vapours"
T59.9,"Gases, fumes and vapours, unspecified"
T60,Toxic effect of pesticides
T60.0,Organophosphate and carbamate insecticides
T60.1,Halogenated insecticides
T60.2,Other and unspecified insecticides
T60.3,Herbicides and fungicides
T60.4,Rodenticides
T60.8,Other pesticides
T60.9,"Pesticide, unspecified"
T61,Toxic effect of noxious substances eaten as seafood
T61.0,Ciguatera fish poisoning
T61.1,Scombroid fish poisoning
T61.2,Other fish and shellfish poisoning
T61.8,Toxic effect of other seafoods
T61.9,Toxic effect of unspecified seafood
T62,Toxic effect of other noxious substances eaten as food
T62.0,Ingested mushrooms
T62.1,Ingested berries
T62.2,Other ingested (parts of) plant(s)
T62.8,Other specified noxious substances eaten as food
T62.9,"Noxious substance eaten as food, unspecified"
T63,Toxic effect of contact with venomous animals
T63.0,Snake venom
T63.1,Venom of other reptiles
T63.2,Venom of scorpion
T63.3,Venom of spider
T63.4,Venom of other arthropods
T63.5,Toxic effect of contact with fish
T63.6,Toxic effect of contact with other marine animals
T63.8,Toxic effect of contact with other venomous animals
T63.9,Toxic effect of contact with unspecified venomous animal
T64,Toxic effect of aflatoxin and other mycotoxin food contaminants
T65,Toxic effect of other and unspecified substances
T65.0,Cyanides
T65.1,Strychnine and its salts
T65.2,Tobacco and nicotine
T65.3,Nitroderivatives and aminoderivatives of benzene and its homologues
T65.4,Carbon disulfide
T65.5,Nitroglycerin and other nitric acids and esters
T65.6,"Paints and dyes, not elsewhere classified"
T65.8,Toxic effect of other specified substances
T65.9,Toxic effect of unspecified substance
T66-,ICD-10 Version
T66,Unspecified effects of radiation
T67,Effects of heat and light
T67.0,Heatstroke and sunstroke
T67.1,Heat syncope
T67.2,Heat cramp
T67.3,"Heat exhaustion, anhydrotic"
T67.4,Heat exhaustion due to salt depletion
T67.5,"Heat exhaustion, unspecified"
T67.6,"Heat fatigue, transient"
T67.7,Heat oedema
T67.8,Other effects of heat and light
T67.9,"Effect of heat and light, unspecified"
T68,Hypothermia
T69,Other effects of reduced temperature
T69.0,Immersion hand and foot
T69.1,Chilblains
T69.8,Other specified effects of reduced temperature
T69.9,"Effect of reduced temperature, unspecified"
T70,Effects of air pressure and water pressure
T70.0,Otitic barotrauma
T70.1,Sinus barotrauma
T70.2,Other and unspecified effects of high altitude
T70.3,Caisson disease [decompression sickness]
T70.4,Effects of high-pressure fluids
T70.8,Other effects of air pressure and water pressure
T70.9,"Effect of air pressure and water pressure, unspecified"
T71,Asphyxiation
T73,Effects of other deprivation
T73.0,Effects of hunger
T73.1,Effects of thirst
T73.2,Exhaustion due to exposure
T73.3,Exhaustion due to excessive exertion
T73.8,Other effects of deprivation
T73.9,"Effect of deprivation, unspecified"
T74,"Maltreatment syndromes Coding-Hint Use additional code, if desired, to identify current injury."
T74.0,Neglect or abandonment
T74.1,Physical abuse
T74.2,Sexual abuse
T74.3,Psychological abuse
T74.8,Other maltreatment syndromes
T74.9,"Maltreatment syndrome, unspecified"
T75,Effects of other external causes
T75.0,Effects of lightning
T75.1,Drowning and nonfatal submersion
T75.2,Effects of vibration
T75.3,Motion sickness
T75.4,Effects of electric current
T75.8,Other specified effects of other external causes
T76,Unspecified effects of external causes Note: This category is to be used in mortality coding to identify unspecified effects of external causes where the external cause does not indicate the type of injury.
T78,"Adverse effects, not elsewhere classified Note: This category is to be used as the primary code to identify the effects, not elsewhere classifiable, of unknown, undetermined or ill-defined causes. For multiple coding purposes this category may be used as an additional code to identify the effects of conditions classified elsewhere."
T78.0,Anaphylactic shock due to adverse food reaction
T78.1,"Other adverse food reactions, not elsewhere classified"
T78.2,"Anaphylactic shock, unspecified"
T78.3,Angioneurotic oedema
T78.4,"Allergy, unspecified"
T78.8,"Other adverse effects, not elsewhere classified"
T78.9,"Adverse effect, unspecified"
T79-,ICD-10 Version
T79,"Certain early complications of trauma, not elsewhere classified"
T79.0,Air embolism (traumatic)
T79.1,Fat embolism (traumatic)
T79.2,Traumatic secondary and recurrent haemorrhage
T79.3,"Post-traumatic wound infection, not elsewhere classified Coding-Hint Use additional code (B95-B98), if desired, to identify infectious agent."
T79.4,Traumatic shock
T79.5,Traumatic anuria
T79.6,Traumatic ischaemia of muscle
T79.7,Traumatic subcutaneous emphysema
T79.8,Other early complications of trauma
T79.9,Unspecified early complication of trauma
T80-,ICD-10 Version
T80,"Complications following infusion, transfusion and therapeutic injection"
T80.0,"Air embolism following infusion, transfusion and therapeutic injection"
T80.1,"Vascular complications following infusion, transfusion and therapeutic injection"
T80.2,"Infections following infusion, transfusion and therapeutic injection"
T80.3,ABO incompatibility reaction
T80.4,Rh incompatibility reaction
T80.5,Anaphylactic shock due to serum
T80.6,Other serum reactions
T80.8,"Other complications following infusion, transfusion and therapeutic injection"
T80.9,"Unspecified complication following infusion, transfusion and therapeutic injection"
T81,"Complications of procedures, not elsewhere classified"
T81.0,"Haemorrhage and haematoma complicating a procedure, not elsewhere classified"
T81.1,"Shock during or resulting from a procedure, not elsewhere classified"
T81.2,"Accidental puncture and laceration during a procedure, not elsewhere classified"
T81.3,"Disruption of operation wound, not elsewhere classified"
T81.4,"Infection following a procedure, not elsewhere classified"
T81.5,Foreign body accidentally left in body cavity or operation wound following a procedure
T81.6,Acute reaction to foreign substance accidentally left during a procedure
T81.7,"Vascular complications following a procedure, not elsewhere classified"
T81.8,"Other complications of procedures, not elsewhere classified"
T81.9,Unspecified complication of procedure
T82,"Complications of cardiac and vascular prosthetic devices, implants and grafts"
T82.0,Mechanical complication of heart valve prosthesis
T82.1,Mechanical complication of cardiac electronic device
T82.2,Mechanical complication of coronary artery bypass and valve grafts
T82.3,Mechanical complication of other vascular grafts
T82.4,Mechanical complication of vascular dialysis catheter
T82.5,Mechanical complication of other cardiac and vascular devices and implants
T82.6,Infection and inflammatory reaction due to cardiac valve prosthesis
T82.7,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts"
T82.8,"Other specified complications of cardiac and vascular prosthetic devices, implants and grafts"
T82.9,"Unspecified complication of cardiac and vascular prosthetic device, implant and graft"
T83,"Complications of genitourinary prosthetic devices, implants and grafts"
T83.0,Mechanical complication of urinary (indwelling) catheter
T83.1,Mechanical complication of other urinary devices and implants
T83.2,Mechanical complication of graft of urinary organ
T83.3,Mechanical complication of intrauterine contraceptive device
T83.4,"Mechanical complication of other prosthetic devices, implants and grafts in genital tract"
T83.5,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system"
T83.6,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract"
T83.8,"Other complications of genitourinary prosthetic devices, implants and grafts"
T83.9,"Unspecified complication of genitourinary prosthetic device, implant and graft"
T84,"Complications of internal orthopaedic prosthetic devices, implants and grafts"
T84.0,Mechanical complication of internal joint prosthesis
T84.1,Mechanical complication of internal fixation device of bones of limb
T84.2,Mechanical complication of internal fixation device of other bones
T84.3,"Mechanical complication of other bone devices, implants and grafts"
T84.4,"Mechanical complication of other internal orthopaedic devices, implants and grafts"
T84.5,Infection and inflammatory reaction due to internal joint prosthesis
T84.6,Infection and inflammatory reaction due to internal fixation device [any site]
T84.7,"Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts"
T84.8,"Other complications of internal orthopaedic prosthetic devices, implants and grafts"
T84.9,"Unspecified complication of internal orthopaedic prosthetic device, implant and graft"
T85,"Complications of other internal prosthetic devices, implants and grafts"
T85.0,Mechanical complication of ventricular intracranial (communicating) shunt
T85.1,Mechanical complication of implanted electronic stimulator of nervous system
T85.2,Mechanical complication of intraocular lens
T85.3,"Mechanical complication of other ocular prosthetic devices, implants and grafts"
T85.4,Mechanical complication of breast prosthesis and implant
T85.5,"Mechanical complication of gastrointestinal prosthetic devices, implants and grafts"
T85.6,"Mechanical complication of other specified internal prosthetic devices, implants and grafts"
T85.7,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts"
T85.8,"Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified"
T85.9,"Unspecified complication of internal prosthetic device, implant and graft"
T86,Failure and rejection of transplanted organs and tissues
T86.0,Bone-marrow transplant rejection
T86.1,Kidney transplant failure and rejection
T86.2,Heart transplant failure and rejection
T86.3,Heart-lung transplant failure and rejection
T86.4,Liver transplant failure and rejection
T86.8,Failure and rejection of other transplanted organs and tissues
T86.9,Failure and rejection of unspecified transplanted organ and tissue
T87,Complications peculiar to reattachment and amputation
T87.0,Complications of reattached (part of) upper extremity
T87.1,Complications of reattached (part of) lower extremity
