Code,Description
O26.829,"Pregnancy related peripheral neuritis, unspecified trimester"
O26.831,"Pregnancy related renal disease, first trimester"
O26.832,"Pregnancy related renal disease, second trimester"
O26.833,"Pregnancy related renal disease, third trimester"
O26.839,"Pregnancy related renal disease, unspecified trimester"
O26.841,"Uterine size-date discrepancy, first trimester"
O26.842,"Uterine size-date discrepancy, second trimester"
O26.843,"Uterine size-date discrepancy, third trimester"
O26.849,"Uterine size-date discrepancy, unspecified trimester"
O26.851,"Spotting complicating pregnancy, first trimester"
O26.852,"Spotting complicating pregnancy, second trimester"
O26.853,"Spotting complicating pregnancy, third trimester"
O26.859,"Spotting complicating pregnancy, unspecified trimester"
O26.86,Pruritic urticarial papules and plaques of pregnancy (PUPPP)
O26.872,"Cervical shortening, second trimester"
O26.873,"Cervical shortening, third trimester"
O26.879,"Cervical shortening, unspecified trimester"
O26.891,"Other specified pregnancy related conditions, first trimester"
O26.892,"Other specified pregnancy related conditions, second trimester"
O26.893,"Other specified pregnancy related conditions, third trimester"
O26.899,"Other specified pregnancy related conditions, unspecified trimester"
O26.90,"Pregnancy related conditions, unspecified, unspecified trimester"
O26.91,"Pregnancy related conditions, unspecified, first trimester"
O26.92,"Pregnancy related conditions, unspecified, second trimester"
O26.93,"Pregnancy related conditions, unspecified, third trimester"
O28.0,Abnormal hematological finding on antenatal screening of mother
O28.1,Abnormal biochemical finding on antenatal screening of mother
O28.2,Abnormal cytological finding on antenatal screening of mother
O28.3,Abnormal ultrasonic finding on antenatal screening of mother
O28.4,Abnormal radiological finding on antenatal screening of mother
O28.5,Abnormal chromosomal and genetic finding on antenatal screening of mother
O28.8,Other abnormal findings on antenatal screening of mother
O28.9,Unspecified abnormal findings on antenatal screening of mother
O29.011,"Aspiration pneumonitis due to anesthesia during pregnancy, first trimester"
O29.012,"Aspiration pneumonitis due to anesthesia during pregnancy, second trimester"
O29.013,"Aspiration pneumonitis due to anesthesia during pregnancy, third trimester"
O29.019,"Aspiration pneumonitis due to anesthesia during pregnancy, unspecified trimester"
O29.021,"Pressure collapse of lung due to anesthesia during pregnancy, first trimester"
O29.022,"Pressure collapse of lung due to anesthesia during pregnancy, second trimester"
O29.023,"Pressure collapse of lung due to anesthesia during pregnancy, third trimester"
O29.029,"Pressure collapse of lung due to anesthesia during pregnancy, unspecified trimester"
O29.091,"Other pulmonary complications of anesthesia during pregnancy, first trimester"
O29.092,"Other pulmonary complications of anesthesia during pregnancy, second trimester"
O29.093,"Other pulmonary complications of anesthesia during pregnancy, third trimester"
O29.099,"Other pulmonary complications of anesthesia during pregnancy, unspecified trimester"
O29.111,"Cardiac arrest due to anesthesia during pregnancy, first trimester"
O29.112,"Cardiac arrest due to anesthesia during pregnancy, second trimester"
O29.113,"Cardiac arrest due to anesthesia during pregnancy, third trimester"
O29.119,"Cardiac arrest due to anesthesia during pregnancy, unspecified trimester"
O29.121,"Cardiac failure due to anesthesia during pregnancy, first trimester"
O29.122,"Cardiac failure due to anesthesia during pregnancy, second trimester"
O29.123,"Cardiac failure due to anesthesia during pregnancy, third trimester"
O29.129,"Cardiac failure due to anesthesia during pregnancy, unspecified trimester"
O29.191,"Other cardiac complications of anesthesia during pregnancy, first trimester"
O29.192,"Other cardiac complications of anesthesia during pregnancy, second trimester"
O29.193,"Other cardiac complications of anesthesia during pregnancy, third trimester"
O29.199,"Other cardiac complications of anesthesia during pregnancy, unspecified trimester"
O29.211,"Cerebral anoxia due to anesthesia during pregnancy, first trimester"
O29.212,"Cerebral anoxia due to anesthesia during pregnancy, second trimester"
O29.213,"Cerebral anoxia due to anesthesia during pregnancy, third trimester"
O29.219,"Cerebral anoxia due to anesthesia during pregnancy, unspecified trimester"
O29.291,"Other central nervous system complications of anesthesia during pregnancy, first trimester"
O29.292,"Other central nervous system complications of anesthesia during pregnancy, second trimester"
O29.293,"Other central nervous system complications of anesthesia during pregnancy, third trimester"
O29.299,"Other central nervous system complications of anesthesia during pregnancy, unspecified trimester"
O29.3X1,"Toxic reaction to local anesthesia during pregnancy, first trimester"
O29.3X2,"Toxic reaction to local anesthesia during pregnancy, second trimester"
O29.3X3,"Toxic reaction to local anesthesia during pregnancy, third trimester"
O29.3X9,"Toxic reaction to local anesthesia during pregnancy, unspecified trimester"
O29.40,"Spinal and epidural anesthesia induced headache during pregnancy, unspecified trimester"
O29.41,"Spinal and epidural anesthesia induced headache during pregnancy, first trimester"
O29.42,"Spinal and epidural anesthesia induced headache during pregnancy, second trimester"
O29.43,"Spinal and epidural anesthesia induced headache during pregnancy, third trimester"
P00.0,Newborn affected by maternal hypertensive disorders
P00.1,Newborn affected by maternal renal and urinary tract diseases
P00.2,Newborn affected by maternal infectious and parasitic diseases
P00.3,Newborn affected by other maternal circulatory and respiratory diseases
P00.4,Newborn affected by maternal nutritional disorders
P00.5,Newborn affected by maternal injury
P00.6,Newborn affected by surgical procedure on mother
P00.7,"Newborn affected by other medical procedures on mother, not elsewhere classified"
P00.81,Newborn affected by periodontal disease in mother
P00.82,Newborn affected by (positive) maternal group B streptococcus (GBS) colonization
P00.89,Newborn affected by other maternal conditions
P00.9,Newborn affected by unspecified maternal condition
P01.0,Newborn affected by incompetent cervix
P01.1,Newborn affected by premature rupture of membranes
P01.2,Newborn affected by oligohydramnios
P01.3,Newborn affected by polyhydramnios
P01.4,Newborn affected by ectopic pregnancy
P01.5,Newborn affected by multiple pregnancy
P01.6,Newborn affected by maternal death
P01.7,Newborn affected by malpresentation before labor
P01.8,Newborn affected by other maternal complications of pregnancy
P01.9,"Newborn affected by maternal complication of pregnancy, unspecified"
P02.0,Newborn affected by placenta previa
P02.1,Newborn affected by other forms of placental separation and hemorrhage
P02.20,Newborn affected by unspecified morphological and functional abnormalities of placenta
P02.29,Newborn affected by other morphological and functional abnormalities of placenta
P02.3,Newborn affected by placental transfusion syndromes
P02.4,Newborn affected by prolapsed cord
P02.5,Newborn affected by other compression of umbilical cord
P02.60,Newborn affected by unspecified conditions of umbilical cord
P02.69,Newborn affected by other conditions of umbilical cord
P02.70,Newborn affected by fetal inflammatory response syndrome
P02.78,Newborn affected by other conditions from chorioamnionitis
P02.8,Newborn affected by other abnormalities of membranes
P02.9,"Newborn affected by abnormality of membranes, unspecified"
P03.0,Newborn affected by breech delivery and extraction
P03.1,"Newborn affected by other malpresentation, malposition and disproportion during labor and delivery"
P03.2,Newborn affected by forceps delivery
P03.3,Newborn affected by delivery by vacuum extractor [ventouse]
P03.4,Newborn affected by Cesarean delivery
P03.5,Newborn affected by precipitate delivery
P03.6,Newborn affected by abnormal uterine contractions
P03.810,Newborn affected by abnormality in fetal (intrauterine) heart rate or rhythm before the onset of labor
P03.811,Newborn affected by abnormality in fetal (intrauterine) heart rate or rhythm during labor
P03.819,"Newborn affected by abnormality in fetal (intrauterine) heart rate or rhythm, unspecified as to time of onset"
P03.82,Meconium passage during delivery
P03.89,Newborn affected by other specified complications of labor and delivery
P03.9,"Newborn affected by complication of labor and delivery, unspecified"
P04.0,"Newborn affected by maternal anesthesia and analgesia in pregnancy, labor and delivery"
P04.11,Newborn affected by maternal antineoplastic chemotherapy
P04.12,Newborn affected by maternal cytotoxic drugs
P04.13,Newborn affected by maternal use of anticonvulsants
P04.14,Newborn affected by maternal use of opiates
P04.15,Newborn affected by maternal use of antidepressants
P04.16,Newborn affected by maternal use of amphetamines
P04.17,Newborn affected by maternal use of sedative-hypnotics
P04.1A,Newborn affected by maternal use of anxiolytics
P04.18,Newborn affected by other maternal medication
P04.19,Newborn affected by maternal use of unspecified medication
P04.2,Newborn affected by maternal use of tobacco
P04.3,Newborn affected by maternal use of alcohol
P04.40,Newborn affected by maternal use of unspecified drugs of addiction
P04.41,Newborn affected by maternal use of cocaine
P04.42,Newborn affected by maternal use of hallucinogens
P04.49,Newborn affected by maternal use of other drugs of addiction
P04.5,Newborn affected by maternal use of nutritional chemical substances
P04.6,Newborn affected by maternal exposure to environmental chemical substances
P04.81,Newborn affected by maternal use of cannabis
P04.89,Newborn affected by other maternal noxious substances
P04.9,"Newborn affected by maternal noxious substance, unspecified"
P05.00,"Newborn light for gestational age, unspecified weight"
P05.01,"Newborn light for gestational age, less than 500 grams"
P05.02,"Newborn light for gestational age, 500-749 grams"
P05.03,"Newborn light for gestational age, 750-999 grams"
P05.04,"Newborn light for gestational age, 1000-1249 grams"
P05.05,"Newborn light for gestational age, 1250-1499 grams"
P05.06,"Newborn light for gestational age, 1500-1749 grams"
P05.07,"Newborn light for gestational age, 1750-1999 grams"
P05.08,"Newborn light for gestational age, 2000-2499 grams"
P05.09,"Newborn light for gestational age, 2500 grams and over"
P05.10,"Newborn small for gestational age, unspecified weight"
P05.11,"Newborn small for gestational age, less than 500 grams"
P05.12,"Newborn small for gestational age, 500-749 grams"
P05.13,"Newborn small for gestational age, 750-999 grams"
P05.14,"Newborn small for gestational age, 1000-1249 grams"
P05.15,"Newborn small for gestational age, 1250-1499 grams"
P05.16,"Newborn small for gestational age, 1500-1749 grams"
P05.17,"Newborn small for gestational age, 1750-1999 grams"
P05.18,"Newborn small for gestational age, 2000-2499 grams"
P05.19,"Newborn small for gestational age, other"
P05.2,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
